cj_preshway,CMG,CNH,CS,DMS,EG,GMR,GS,HB,HRS,Imbc,JW,JYP Ent,KB,KCC,KCI,KD,KG_M,KG_E,KH,KMH_hitex,KTH,KT,KOSPI
7770,3311,2080,2830,8110,10400,655507,67000,1440,3995,2220,4656,3725,2420,19297,2357,29442,2617,4390,6333,2280,9310,1714,563.5
7850,3523,2030,2740,8390,10250,626049,66800,1415,4095,2225,4501,3650,2434,18976,2349,28431,2630,4410,6293,2315,9300,1790,557.640015
7770,3542,2020,2720,8440,10350,618711,65200,1405,4035,2200,4414,3800,2434,18655,2309,25654,2676,4550,6534,2319,9140,1672,560.549988
7800,3495,2000,2705,8120,10200,633441,67900,1365,3985,2180,4372,3625,2429,18217,2381,26921,2644,4505,6494,2242,9190,1740,549.210022
7770,3566,2080,2695,8200,10400,622349,66900,1310,4000,2220,4337,3650,2336,17984,2390,27161,2539,4800,6514,2215,9100,1778,549.440002
7800,3632,1955,2635,8010,10050,581853,64200,1275,3970,2205,4467,3525,2238,17692,2406,25413,2475,4495,6694,2184,8610,1696,557.940002
7800,3703,1940,2605,8090,10050,603982,63700,1140,3890,2160,4475,3450,2154,17487,2495,24143,2456,4330,6554,2126,8450,1640,552.440002
7800,3750,1950,2650,8000,9820,626049,64200,1120,3820,2195,4229,3450,2196,17283,2592,22891,2438,4420,6814,2222,8830,1640,543.530029
7760,3830,1955,2765,7700,9410,640778,64100,1005,3660,2075,4190,3250,2205,16407,2673,21126,2410,4265,6634,2044,8990,1670,566.409973
7750,3797,1980,2625,7350,9200,662907,65600,1045,3670,1990,4134,3350,2135,15765,2641,23903,2241,4230,6514,2168,8600,1650,557.849976
7750,3967,1860,2525,7000,8140,688674,65100,1000,3590,1945,4180,3200,2140,15006,2511,19873,2108,4290,6293,2160,8300,1740,548.429993
7760,3996,1790,2830,7020,8490,703403,65000,1010,3480,1935,3892,3350,2037,15648,2592,20885,1897,4295,6373,2052,8490,1678,543.780029
7830,3929,1790,2400,6930,8200,692374,65500,1000,3455,1935,3724,3100,2000,16144,2381,20628,1650,4200,6794,2075,8120,1620,529.51001
7830,3863,1835,2270,6830,8270,677644,64600,980,3575,1970,3377,3225,1879,16933,2402,21880,1640,4050,6854,1905,8280,1598,525.5
7830,3655,1795,2310,6680,8000,651808,64300,985,3575,2000,3195,2950,1953,16320,2430,21383,1631,3740,6995,1893,8110,1570,515.47998
7750,3514,1845,1950,6400,7100,581853,66000,1010,3350,1905,2531,2625,1799,15531,2300,18605,1507,3470,6774,1649,7800,1560,518.150024
7690,3400,1700,1920,5600,6800,626049,65300,965,3135,1700,2503,2425,1753,16232,2276,16341,1375,3210,6494,1703,6800,1558,542.27002
7590,3542,1680,1920,5860,7100,648178,66800,965,3330,1830,2677,2775,1832,17137,2325,16100,1494,3350,6674,1703,6510,1578,544.440002
7680,3339,1685,1910,5900,7330,629741,66000,885,3530,1895,2603,2775,1874,15590,2300,18364,1737,3260,6634,1626,6970,1540,522.97998
7620,3273,1700,2055,6340,7850,626049,66900,900,3780,2340,2851,2775,1897,16816,2320,19616,1723,3370,6634,1657,7690,1640,518.820007
7700,3504,1730,2080,6830,8090,666545,65100,830,3875,2240,3170,2875,2000,18159,2275,19616,1686,3800,6534,1715,7700,1600,490.880005
7820,3306,1645,2020,6800,7730,684966,64400,790,3690,2245,2907,2900,1977,18100,2285,17353,1750,3515,6273,1909,7500,1600,520.140015
7830,3854,1645,2095,6900,7980,692374,64000,755,3875,2300,2962,2900,2098,18246,2275,17095,1741,3645,6734,1843,7620,1618,505.100006
7830,3826,1650,2120,6900,8150,699703,64600,720,3890,2225,3377,2925,1981,18597,2260,17353,1737,3720,6915,1928,7700,1600,535.190002
7600,3514,1640,1995,6210,7210,633441,65000,760,3600,2010,2902,2800,1818,17575,2280,16100,1457,3350,6413,1831,7050,1560,517.47998
7950,3495,1685,1905,6840,7850,648178,66000,975,3620,1950,2911,2675,1977,19035,2220,16341,1512,3470,6674,1727,7300,1600,523.400024
7500,3684,1800,1880,6500,7800,662907,63900,955,3680,1880,2851,2725,1911,19035,2110,15843,1320,3290,6654,1742,7060,1502,543.460022
7800,4052,1875,1990,6910,8050,651808,64000,970,3890,1950,2851,2800,1916,20144,2190,16855,1485,3500,7055,1796,7950,1566,556.219971
7510,4345,1810,2020,7220,8230,673937,65000,920,3865,1990,2876,2825,2000,20582,2260,16855,1530,3580,7095,1928,7810,1572,540.349976
7460,4997,1750,1975,6710,8000,640778,63700,1085,3770,1945,2790,3000,1967,20436,2165,15345,1466,3505,6794,2013,7320,1680,548.140015
7290,5743,1845,2000,6840,8270,677644,65000,1005,3825,1980,2846,2850,2070,19823,2115,15586,1549,3530,7075,1789,7200,1552,544.530029
7260,5488,1805,2050,6800,8270,677644,65200,970,3905,2030,3013,2950,2065,20261,2115,15345,1585,3600,6915,1974,7330,1572,529.369995
7270,5658,1820,2070,6760,9000,666545,64400,975,4295,2020,2949,3000,2075,20232,2150,16100,1558,3675,6975,1974,7270,1660,541.22998
7200,4817,1750,2065,6600,9000,640778,63000,895,4080,2100,2983,2750,2019,20202,2120,14833,1562,3645,7115,1916,7160,1572,517.369995
6900,4081,1610,1790,5950,8400,655507,61800,690,3500,1945,3351,2575,1977,19151,2015,13322,1388,3310,7015,1851,6250,1490,498.600006
6910,4449,1730,1960,6900,9000,703403,64100,805,3940,2000,4139,3000,1939,19823,2000,14078,1466,3465,7736,1866,6800,1626,514.539978
7130,4109,1775,2005,7000,9130,666545,63800,780,3720,2050,3869,3050,1921,19268,2030,16855,1558,3660,7736,1870,6650,1570,null
7180,3731,1725,1900,6610,8800,644478,61000,740,3500,1980,3957,3325,1874,17517,2000,15586,1507,3450,7536,1827,6600,1560,509.089996
6790,3542,1725,1735,6300,7890,592882,58300,705,3480,1840,3477,3475,1790,16465,1935,13580,1329,3210,7055,1665,6070,1522,null
6310,3589,1690,1780,6540,7800,585553,57000,740,3280,1820,3369,3375,1841,15998,1960,14078,1329,3055,6955,1514,5600,1636,null
5710,3183,1650,1570,6470,7700,545057,54700,675,2950,1840,2997,2950,1632,14831,1865,13322,1205,2910,6554,1773,5110,1532,null
5500,3032,1570,1345,6100,7490,603982,53000,820,2810,1730,2496,3000,1655,14305,1675,11814,1177,2720,6033,1471,4850,1482,null
5260,2805,1620,1500,6320,7450,611319,49750,780,2600,1585,2370,2850,1585,14597,1715,11317,1228,2900,6554,1672,5010,1418,503.309998
5990,3249,1610,1550,6610,8410,574523,52800,750,2970,1660,2651,3025,1692,15648,1795,12070,1342,3150,6895,1607,5450,1410,512.73999
5880,3273,1685,1530,6850,8030,456673,56700,770,2915,1680,2737,3075,1757,15123,1950,13322,1485,3420,6834,1696,5360,1410,551.530029
5430,3074,1670,1480,6300,7550,397739,53000,930,2700,1695,2383,2800,1632,13955,1965,10819,1407,3260,6534,1579,5200,1370,559.539978
5500,2980,1615,1450,6100,7320,375610,52000,890,2575,1670,2418,2525,1636,12962,1980,11059,1558,3200,6534,1568,5390,1410,573.719971
5600,2664,1615,1435,5900,7000,301956,48500,785,2300,1600,2331,2500,1636,12174,1920,9807,1494,3145,6494,1626,5110,1422,583.849976
6000,2635,1500,1485,5900,7310,261460,45900,770,2305,1630,2427,2525,1711,12816,2100,9807,1430,3200,6574,1471,5550,1372,586.630005
5800,2824,1500,1465,6000,7280,250422,44350,735,2165,1550,2409,2375,1613,12349,1915,8297,1274,2950,6253,1409,5600,1366,568.26001
4945,2597,1460,1225,5740,6950,235701,39900,710,1970,1770,2128,2450,1506,11210,1575,7287,1127,2715,5632,1320,5200,1380,578.950012
4140,2390,1370,1180,5080,6760,213564,38050,575,1785,1550,1684,2300,1548,11561,1415,7030,1145,2670,5091,1231,5140,1316,595.059998
4000,1742,1410,900,3960,6000,184097,32600,460,1340,1240,1425,2050,1501,10918,1235,5519,921,2300,3992,1006,4150,1060,600.679993
4000,1563,1300,910,3815,4975,158338,34000,385,1180,985,1226,1925,1422,9634,1190,4765,779,1905,3367,828,3310,1008,600.75
4645,1936,1300,1170,4700,6440,184097,40000,455,1615,1260,1596,2000,1674,12787,1335,5519,1003,2790,4609,1033,4310,1036,597.150024
4390,1870,1330,1135,4900,5860,176768,41200,395,1645,1200,1519,1950,1538,11969,1425,5777,1081,3000,4769,1049,4220,1020,622.25
4565,2125,1325,1250,5100,6430,195135,43800,430,1725,1355,1726,2250,1678,12203,1525,6276,1191,3160,4930,1188,4580,1120,622.52002
4780,2512,1360,1270,5100,7070,195135,43200,455,1815,1365,1770,2550,1678,11094,1550,7030,1113,3200,4971,1339,4650,1146,null
4630,2834,1330,1385,5120,7350,246730,43650,505,2000,1400,2063,3075,1632,11386,1745,6789,1145,3555,5291,1432,4750,1184,null
5080,3344,1380,1490,5280,7790,265159,44800,505,2070,1435,2085,3000,1860,12816,1700,6789,1219,3580,5652,1421,5140,1226,null
4860,2824,1390,1455,5000,6900,228293,44200,495,1845,1395,1977,2525,1771,12787,1680,6789,1196,3380,5371,1355,4910,1160,623.679993
4700,2201,1280,1365,4500,6400,198827,41400,410,1610,1300,1710,2250,1678,11240,1690,6532,1100,2730,5031,1351,4690,1070,592.75
4775,2749,1420,1395,4930,7290,239323,44250,475,2030,1380,1998,2625,1846,11853,1680,7030,1155,3275,5812,1258,4990,1190,601.289978
4850,2361,1440,1380,5070,7000,243030,43900,450,2165,1340,2323,2475,1683,11999,1735,7030,1214,3620,6173,1374,4850,1200,594.76001
4410,2678,1450,1375,4900,6620,235701,44000,545,2000,1340,2206,2500,1827,10860,1745,6532,1265,3230,5912,1305,4950,1142,606.48999
4700,2262,1400,1375,4850,6600,228293,42000,445,1900,1310,1964,2275,1846,10889,1625,6276,1132,3220,5571,1394,5000,1160,614.51001
4500,2130,1415,1450,4950,6900,246730,43800,440,2100,1400,2115,2375,1818,11035,1670,7030,1269,3200,5852,1343,5320,1202,594.909973
4500,2049,1410,1370,4905,6770,232001,42900,420,1900,1370,2028,2450,1827,10802,1700,7030,1260,3000,5772,1432,5280,1178,577.25
4600,2040,1440,1340,4915,6610,224593,45900,420,1950,1390,2138,2350,1739,11094,1690,6789,1191,3145,5591,1394,5190,1262,584.929993
4215,2645,1450,1395,4990,6810,173068,43550,440,1885,1350,2133,2325,1743,10539,1615,6532,1191,3350,5772,1425,5010,1142,577.119995
3810,2097,1400,1305,4400,6500,162038,42550,415,1680,1210,1878,2150,1604,9634,1495,6034,1072,2775,4709,1316,4360,1070,588.359985
3830,1988,1390,1305,3850,5940,147301,42000,350,1460,1200,1813,1950,1585,8758,1580,5022,1008,2695,4329,1154,3855,1120,587.619995
4145,2215,1450,1475,4300,7000,206234,43300,370,1665,1245,2115,2150,1613,9634,1510,5279,1191,2800,4930,1188,4450,1088,603.150024
4540,2031,1430,1380,4140,7460,206234,43500,395,1790,1240,2107,2325,1478,9809,1590,5519,1159,2900,5211,1246,4950,1100,594.929993
3990,1832,1445,1405,4250,7040,191505,43000,385,1695,1215,1960,2200,1529,9342,1460,6276,1187,2950,5031,1115,4600,1130,611.26001
4345,1917,1450,1435,4605,7300,187797,43150,405,1745,1300,2168,2250,1496,9897,1590,6276,1242,3020,5211,1297,4865,1066,605.469971
4345,2177,1405,1435,5190,7480,213564,45500,405,1820,1300,2503,2500,1534,10218,1650,6789,1315,2980,5291,1293,4880,1130,595.659973
4050,2125,1420,1440,5050,7900,209864,46500,435,1880,1350,2892,2250,1501,10597,1535,6532,1182,2960,5391,1200,5070,1292,595.77002
4240,1969,1380,1360,5150,8560,202534,46000,395,1710,1285,2552,2050,1538,10159,1410,5777,1177,2755,4870,1239,4655,1178,605.48999
4040,2059,1370,1395,5780,8320,202534,47200,430,1805,1310,2543,2175,1534,9751,1550,6532,1191,2900,5211,1188,4970,1198,589.299988
4235,2172,1360,1445,5890,8510,202534,48200,420,1840,1315,2660,2075,1510,9692,1425,6532,1168,2780,5191,1169,4800,1186,579.969971
4080,1964,1355,1555,5650,7620,198827,48700,405,2100,1260,2418,2125,1548,9575,1480,6276,1168,2660,4930,1107,4850,1124,585.159973
4080,1955,1340,1520,5900,9250,191505,48050,430,2185,1310,2592,2050,1711,10043,1500,6276,1104,2750,5071,1192,5020,1198,590.140015
4145,2035,1325,1800,6290,8990,202534,52000,445,2235,1390,2660,2150,1641,10393,1530,6532,1168,2900,5251,1208,5240,1226,571.640015
4295,2163,1320,1670,6190,9100,198827,50000,430,2065,1390,2547,2075,1678,10043,1500,6789,1205,2920,4971,1355,5010,1142,null
4285,2059,1370,1700,6270,9250,202534,49800,440,2165,1410,2533,2075,1734,10802,1490,7287,1187,2945,4890,1336,5110,1200,574.609985
4500,2068,1380,1600,5850,9700,217264,49950,465,2100,1400,2637,2100,1818,10831,1580,7544,1182,2870,4910,1332,4950,1218,549.27002
4535,1605,1365,1545,5720,10450,217264,47500,515,2210,1435,2763,2100,1827,10802,1560,7287,1237,2920,4769,1239,5100,1238,569.140015
4410,1605,1370,1610,6200,10350,246730,48500,505,2330,1455,2721,2250,1813,12145,1600,7030,1260,2990,4850,1374,5330,1240,574.52002
4780,1365,1315,1610,6260,10950,213564,51500,500,2475,1435,2695,2325,1776,13020,1640,6789,1352,3015,4950,1316,5390,1260,569.789978
4415,1322,1320,1575,6160,10500,198827,51600,475,2400,1420,2862,2250,1809,12261,1650,6532,1338,2940,5071,1459,5290,1340,572.109985
4480,1398,1350,1630,6070,11300,195135,51400,480,2365,1440,2642,2250,1771,12261,1650,6276,1315,2955,5011,1386,5230,1260,554.359985
4625,1190,1310,1630,6050,11000,220964,51500,530,2390,1450,2668,2300,1781,12583,1640,6532,1255,2990,5031,1390,5690,1304,527.940002
4700,1086,1300,1560,5950,11350,202534,51100,495,2545,1690,2634,2275,1771,12816,1700,6532,1251,3105,5051,1343,5470,1350,541.419983
4325,1067,1325,1550,6050,11500,180405,50000,465,2515,1650,2503,2200,1781,12378,1660,6034,1187,3135,4930,1397,5280,1450,523.280029
4450,1105,1320,1650,6000,11200,165668,51500,490,2665,1660,2353,2175,1846,12203,1610,6034,1155,2950,4649,1401,5240,1382,541.309998
4525,1072,1270,1650,5800,10850,180405,49000,490,2480,1585,2244,2200,1851,12261,1675,6034,1145,2935,4649,1370,5000,1400,531.840027
4410,1039,1275,1940,5980,10250,158338,48800,500,2540,1850,2085,2275,1841,11736,1670,5777,1127,2970,4429,1308,5200,1386,542.130005
4570,1105,1315,1895,6080,10750,165668,47500,475,2515,1800,2158,2275,1949,12145,1630,5777,1191,3120,4589,1359,5200,1430,520.710022
4545,1105,1310,1920,6160,11300,169376,48000,480,2465,1890,2193,2175,1953,12816,1630,5777,1228,3025,4629,1444,5320,1560,530.880005
4645,1095,1285,1980,6100,11300,173068,47750,480,2460,1915,2331,2350,1986,12553,1615,5777,1265,3035,4689,1332,5300,1544,532.01001
4945,1143,1315,1935,6010,11350,169376,47000,485,2595,1940,2527,2725,2051,12524,1695,5777,1278,3035,4549,1390,5150,1570,544.75
4565,1147,1310,1920,5930,11050,162038,47550,495,2490,1860,2418,2825,2135,13371,1750,5777,1283,3025,4509,1378,5110,1596,546.27002
4685,1166,1270,1950,6310,10900,187797,47450,520,2530,1905,2592,2775,2182,13634,1710,5777,1265,3050,4769,1417,5120,1556,541.429993
4820,1218,1300,1850,6100,10600,187797,46100,515,2475,1825,2547,2850,2107,13020,1760,5279,1269,2985,4529,1471,5120,1550,522.98999
4470,1218,1280,1780,5880,10200,162038,44950,525,2265,1870,2503,2875,1944,12320,1750,5022,1420,3040,4369,1394,5100,1630,524.630005
4740,1143,1285,1850,6090,10300,162038,45800,575,2390,1915,2503,2750,2051,12437,1750,6276,1535,3260,4469,1456,5080,1504,520.559998
4500,1143,1290,1800,5900,10550,165668,46200,550,2380,1855,2443,2675,1972,12553,1660,5777,1471,3170,4289,1459,5000,1522,505.380005
4435,1091,1270,1620,5670,10650,165668,45600,510,2200,1890,2418,2750,1921,12174,1645,5777,1352,3135,4149,1425,5000,1520,496.029999
4600,1128,1270,1825,5740,10700,136209,45100,520,2295,2295,2592,2725,1888,12261,1680,5519,1535,3215,4769,1397,5180,1608,null
4690,1147,1260,1975,5800,10350,121472,45000,510,2500,2600,2707,2775,1883,12174,1750,5022,1604,3205,5031,1425,5280,1514,518.059998
4780,1138,1235,1785,5560,9470,110443,43350,480,2160,2335,3097,2750,2023,12466,1890,4765,1521,3075,4890,1363,5010,1502,503.070007
4990,1128,1290,1830,5520,9990,125180,45000,495,2250,2960,2811,2825,2172,12378,1875,5777,1732,3020,5351,1374,5580,1500,500.970001
5200,1081,1280,1730,5560,9900,106743,44900,490,2170,2980,2876,2600,2154,12115,1880,5279,1622,2915,5191,1494,5700,1438,505.23999
5420,1053,1265,1730,5650,10050,110443,43650,480,2205,2970,3067,2400,2126,11765,1830,5022,1585,2960,5291,1456,6200,1456,516.72998
5120,1110,1290,1765,5860,10750,114142,44350,495,2340,2870,3386,2625,2144,12729,1820,5022,1663,3070,5632,1463,6250,1498,518.640015
5430,1105,1290,1715,5760,10700,110443,44100,495,2415,2745,3251,2450,2200,12583,1830,5022,1631,3310,5371,1432,5920,1480,514.549988
5210,1086,1285,1940,6060,11300,110443,44500,480,2245,3250,3515,2400,2182,12553,1950,5777,1526,3240,5531,1432,5710,1430,506.920013
5240,1322,1285,1945,5970,10600,103113,45150,485,2310,3310,3620,2500,2406,12816,1920,5519,1562,3200,5411,1378,5980,1498,523.26001
5100,1440,1280,1910,6080,10450,117850,46000,490,2390,3215,3542,2500,2350,12699,1975,6532,1517,3240,5732,1440,5700,1440,567.48999
5350,1407,1285,1880,6140,10150,110443,47600,485,2380,3255,3542,2525,2508,12612,1960,6276,1562,3320,6053,1390,5970,1404,567.659973
5220,1336,1285,1870,6120,10300,110443,47100,480,2330,3145,3575,2600,2392,12699,2100,5777,1517,3420,6333,1332,6040,1530,559.090027
4800,1360,1320,1975,6750,10250,106743,47300,560,2435,2995,3455,2375,2331,13196,2170,6034,1544,3400,6333,1378,5850,1518,552.320007
4820,1412,1415,1975,6850,10450,110443,47500,535,2330,2925,3455,2500,2508,13342,2190,6034,1489,3310,6093,1456,5870,1500,552.690002
4770,1308,1400,1925,6700,10200,117850,46350,540,2250,2780,3467,2400,2653,13079,2030,5777,1439,3220,6233,1355,5650,1590,569.580017
4900,1350,1450,2050,7170,10300,121472,47500,620,2425,2920,3610,2475,2639,13312,2100,5777,1521,3300,6574,1425,5770,1600,561.059998
5000,1412,1425,2100,7230,10200,139909,47400,580,2600,2900,3740,2850,2564,13546,2090,6789,1507,3400,6614,1459,6250,1738,565.440002
5070,1620,1440,2130,7130,10400,136209,47900,565,2660,2980,4457,2900,2359,14013,2100,8539,1595,3525,6794,1413,6690,1662,null
5020,2002,1395,2015,7000,10700,150939,47700,600,2725,3120,4146,2800,2368,13984,2045,9807,1604,3430,6574,1463,6830,1670,586.27002
4655,1624,1310,1865,6610,9510,117850,44600,530,2510,2895,3801,2425,2326,12816,1990,9807,1466,3170,6033,1425,6000,1646,583.219971
4760,1794,1395,1950,6810,9800,117850,48800,590,2485,2700,3766,2900,2158,12991,1980,12327,1494,3250,6213,1463,6230,1590,575.690002
4700,1653,1390,1860,6710,9720,139909,48700,610,2410,2575,3620,2675,2144,12962,2020,12825,1485,3205,5993,1502,5860,1560,588.880005
4600,1388,1280,1660,6450,9340,117850,48000,540,2270,2255,3459,2500,2061,12466,2050,9293,1411,3030,6313,1487,5570,1620,594.320007
4595,1317,1390,1670,6400,9000,114142,48700,525,2300,2260,3437,2650,2186,12466,2030,7784,1411,3120,6333,1487,5400,1578,589.059998
4885,1232,1385,1735,6410,9000,117850,52300,515,2480,2320,3451,3000,2042,12758,2300,8297,1388,3045,6494,1401,5520,1528,579.159973
4700,1251,1400,1650,6350,9100,121472,48900,480,2300,2700,3260,3025,2219,12203,2240,7030,1342,3175,6253,1409,5810,1540,581.73999
4700,1161,1400,1570,6390,8330,103113,49100,470,2170,2565,3282,3175,2326,11532,2230,7287,1310,3065,6093,1339,5410,1530,585.130005
5090,1313,1385,1670,6600,8610,80976,48450,460,2155,2580,3160,3175,2079,11561,2250,7030,1292,2970,6594,1463,5350,1482,583.72998
4795,1138,1320,1410,5870,8010,77284,46100,430,1850,2290,2763,2800,2051,11678,2140,5519,1219,2795,6393,1363,4755,1400,578.679993
4725,1270,1365,1440,5960,8500,69947,46500,415,1885,2045,2790,2950,2070,12057,2310,5777,1246,2950,6854,1374,4910,1440,588.150024
4770,1360,1365,1525,6270,8990,73646,47050,485,2080,2110,2997,2725,2182,12612,3030,6276,1329,3065,7276,1355,5300,1478,594.559998
4770,1251,1370,1445,5990,8500,66247,46250,490,2130,1930,2729,2525,2284,11882,3030,7287,1306,2945,7075,1305,4995,1490,606.869995
4520,1350,1350,1530,6650,9170,69947,47350,505,2160,2045,3118,2625,2331,12349,3180,7030,1324,3055,7476,1324,5130,1480,628.820007
4560,1275,1375,1575,6700,9240,73646,47500,485,2170,2030,3230,2650,2387,12845,2970,6276,1347,3060,7796,1440,5040,1464,620.030029
5070,1294,1340,1600,7390,9560,73646,48100,485,2210,2140,3248,2600,2350,13517,3010,6532,1324,3100,7556,1394,5310,1630,614.219971
5060,1303,1355,1805,7480,9750,66247,48600,470,2140,2130,3225,2775,2308,13371,2990,5519,1397,3210,7576,1347,5400,1470,626.969971
5510,1379,1365,1805,7500,9960,66247,47500,465,2190,2340,3220,2950,2401,13079,3150,4524,1379,3220,7616,1390,5840,1540,620.200012
5390,1634,1310,1735,7450,9790,66247,49000,480,2600,2415,3282,2900,2340,13371,3425,4765,1407,3250,7736,1378,5870,1522,616.940002
5000,1629,1260,1735,7220,9520,58917,48250,445,2460,2360,3369,2900,2359,13166,3330,4765,1411,3190,7356,1432,5980,1510,629.450012
5070,1634,1305,1905,7050,9700,62555,49500,465,2550,2485,3593,2850,2354,14539,3300,4524,1411,3250,7436,1421,6130,1598,612.450012
5250,1667,1300,1835,7020,9900,55217,49750,480,2530,2440,3464,2800,2294,14013,3710,5022,1411,3220,7897,1374,6120,1598,615.669983
5450,1676,1310,1755,6840,9710,55217,50200,470,2510,2600,3481,2650,2284,13838,3670,4524,1430,3180,7436,1386,5950,1514,609.059998
5730,1577,1330,1785,7120,10000,51525,50100,520,2570,2550,3542,2175,2252,14101,3630,4268,1448,3250,7516,1471,5830,1572,612.630005
5900,1582,1305,1825,7350,10450,47817,52300,565,2860,2640,3675,2200,2303,14655,3605,4268,1521,3360,7696,1525,6090,1620,612.630005
5990,1776,1335,1790,7200,10200,58917,51800,550,2845,2640,3654,2175,2424,15648,3830,4268,1498,3390,7456,1545,5950,1604,594.280029
